,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,product,num_topics,chunk,passes,per-word bounds,perplexity,topic diff,final perplexity,final topic diff,perplexity decreasing,coherence,top_n removed,n_above threshold,index,topic 0,topic 1,topic 10,topic 11,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9
0,0.0,0.0,0.0,B002IEZJMA,12,162.33333333333334,80,"{0: -8.145, 1: -5.751, 2: -5.248, 3: -4.969, 4: -4.815, 5: -4.726, 6: -4.667, 7: -4.624, 8: -4.593, 9: -4.571, 10: -4.555, 11: -4.543, 12: -4.533, 13: -4.524, 14: -4.517, 15: -4.51, 16: -4.504, 17: -4.499, 18: -4.494, 19: -4.489, 20: -4.484, 21: -4.48, 22: -4.477, 23: -4.473, 24: -4.47, 25: -4.466, 26: -4.463, 27: -4.461, 28: -4.458, 29: -4.456, 30: -4.453, 31: -4.451, 32: -4.449, 33: -4.447, 34: -4.445, 35: -4.443, 36: -4.441, 37: -4.44, 38: -4.438, 39: -4.436, 40: -4.434, 41: -4.433, 42: -4.431, 43: -4.43, 44: -4.428, 45: -4.427, 46: -4.425, 47: -4.424, 48: -4.423, 49: -4.422, 50: -4.42, 51: -4.419, 52: -4.418, 53: -4.417, 54: -4.416, 55: -4.414, 56: -4.413, 57: -4.412, 58: -4.411, 59: -4.41, 60: -4.409, 61: -4.408, 62: -4.408, 63: -4.407, 64: -4.406, 65: -4.405, 66: -4.405, 67: -4.404, 68: -4.403, 69: -4.403, 70: -4.402, 71: -4.401, 72: -4.401, 73: -4.4, 74: -4.4, 75: -4.399, 76: -4.399, 77: -4.398, 78: -4.398, 79: -4.397}","{0: 283.0, 1: 53.8, 2: 38.0, 3: 31.3, 4: 28.1, 5: 26.5, 6: 25.4, 7: 24.7, 8: 24.1, 9: 23.8, 10: 23.5, 11: 23.3, 12: 23.1, 13: 23.0, 14: 22.9, 15: 22.8, 16: 22.7, 17: 22.6, 18: 22.5, 19: 22.5, 20: 22.4, 21: 22.3, 22: 22.3, 23: 22.2, 24: 22.2, 25: 22.1, 26: 22.1, 27: 22.0, 28: 22.0, 29: 21.9, 30: 21.9, 31: 21.9, 32: 21.8, 33: 21.8, 34: 21.8, 35: 21.8, 36: 21.7, 37: 21.7, 38: 21.7, 39: 21.6, 40: 21.6, 41: 21.6, 42: 21.6, 43: 21.6, 44: 21.5, 45: 21.5, 46: 21.5, 47: 21.5, 48: 21.4, 49: 21.4, 50: 21.4, 51: 21.4, 52: 21.4, 53: 21.4, 54: 21.3, 55: 21.3, 56: 21.3, 57: 21.3, 58: 21.3, 59: 21.3, 60: 21.2, 61: 21.2, 62: 21.2, 63: 21.2, 64: 21.2, 65: 21.2, 66: 21.2, 67: 21.2, 68: 21.2, 69: 21.1, 70: 21.1, 71: 21.1, 72: 21.1, 73: 21.1, 74: 21.1, 75: 21.1, 76: 21.1, 77: 21.1, 78: 21.1, 79: 21.1}","{0: 0.845537, 1: 0.536723, 2: 0.419557, 3: 0.372411, 4: 0.334287, 5: 0.302416, 6: 0.275219, 7: 0.25452, 8: 0.239887, 9: 0.228434, 10: 0.218551, 11: 0.209754, 12: 0.201934, 13: 0.19488, 14: 0.18845, 15: 0.182587, 16: 0.17721, 17: 0.172268, 18: 0.167758, 19: 0.163577, 20: 0.159726, 21: 0.156155, 22: 0.152829, 23: 0.149674, 24: 0.14665, 25: 0.143786, 26: 0.141089, 27: 0.138556, 28: 0.136153, 29: 0.133809, 30: 0.131586, 31: 0.129485, 32: 0.127514, 33: 0.125642, 34: 0.123834, 35: 0.122077, 36: 0.120379, 37: 0.11875, 38: 0.117199, 39: 0.115723, 40: 0.114295, 41: 0.112918, 42: 0.111585, 43: 0.11029, 44: 0.109035, 45: 0.107819, 46: 0.106642, 47: 0.105509, 48: 0.104403, 49: 0.103323, 50: 0.102282, 51: 0.101284, 52: 0.100322, 53: 0.099395, 54: 0.098496, 55: 0.097618, 56: 0.096749, 57: 0.095899, 58: 0.095076, 59: 0.094271, 60: 0.093483, 61: 0.092714, 62: 0.091954, 63: 0.091208, 64: 0.090478, 65: 0.089773, 66: 0.089081, 67: 0.088403, 68: 0.087736, 69: 0.087085, 70: 0.086458, 71: 0.085849, 72: 0.085253, 73: 0.084665, 74: 0.084078, 75: 0.083509, 76: 0.082948, 77: 0.082396, 78: 0.081864, 79: 0.047865}",21.1,0.047865,True,0.4898595020152219,10,0.5,0.0,"[('illy', 0.027946623), ('issimo', 0.026498927), ('mg', 0.024978293), ('cappuccino', 0.024721459), ('caffe', 0.021479307), ('caffeine', 0.021229977), ('potassium', 0.018368764), ('ingredient', 0.01820773), ('per', 0.016497092), ('italian', 0.015461404), ('calorie', 0.013878716), ('style', 0.013692885), ('ounce', 0.013116801), ('contain', 0.012109818), ('two', 0.011245661), ('cola', 0.011173256), ('feel', 0.010707899), ('version', 0.01040525), ('coca', 0.0097738225), ('light', 0.009209271)]","[('drinking', 0.020430705), ('instruction', 0.0139682945), ('prepare', 0.008424887), ('follow', 0.007977448), ('darker', 0.0047017313), ('offering', 0.00470172), ('trade', 0.004701718), ('sacrifice', 0.004454049), ('manufacture', 0.004453975), ('exact', 0.004453961), ('nespresso', 0.0042063673), ('holder', 0.0042063673), ('vehicle', 0.004206363), ('narrow', 0.004206363), ('accompany', 0.0042063603), ('expire', 0.004206347), ('tough', 0.003986157), ('currently', 0.0037764383), ('cause', 0.0037764155), ('tinned', 0.0024686123)]","[('store', 0.01738387), ('large', 0.014333035), ('local', 0.01316329), ('exactly', 0.012545701), ('surprisingly', 0.011080651), ('particularly', 0.009615529), ('acid', 0.009471014), ('surprised', 0.0071548643), ('amount', 0.0070257126), ('occasion', 0.007010369), ('commute', 0.0066854055), ('concoction', 0.006685375), ('vitamin', 0.006522786), ('sort', 0.0065038344), ('desk', 0.0063964836), ('hit', 0.0063890526), ('husband', 0.0062301946), ('satisfying', 0.0056897774), ('hey', 0.005545159), ('middle', 0.0054162424)]","[('GOODREVIEW', 0.16211058), ('BADREVIEW', 0.06662382), ('illy', 0.012946581), ('sweet', 0.012561461), ('one', 0.011456714), ('try', 0.010984796), ('make', 0.0105175), ('ice', 0.010413212), ('cold', 0.009888757), ('bitter', 0.009375613), ('really', 0.009026981), ('little', 0.008455769), ('get', 0.008298599), ('much', 0.0077189035), ('say', 0.0072698914), ('think', 0.00716802), ('find', 0.0068855), ('enjoy', 0.0067848368), ('give', 0.0065118177), ('nice', 0.0063029085)]","[('BADREVIEW', 0.0629741), ('bean', 0.016714869), ('overall', 0.01626939), ('almost', 0.015580478), ('water', 0.013294576), ('another', 0.013272856), ('finish', 0.012180832), ('somewhat', 0.01091259), ('balance', 0.0103012305), ('chemical', 0.009856291), ('usually', 0.009787318), ('available', 0.009530515), ('personal', 0.007652913), ('market', 0.0074696112), ('weak', 0.006960363), ('big', 0.0069439854), ('soda', 0.0069033965), ('seem', 0.0068691205), ('cut', 0.006850763), ('ground', 0.006451309)]","[('idea', 0.0126935495), ('quickly', 0.010313128), ('shop', 0.010041364), ('carbonate', 0.009660404), ('usually', 0.009501289), ('time', 0.00881222), ('expensive', 0.008787822), ('minute', 0.008646531), ('punch', 0.008078578), ('smell', 0.007636168), ('total', 0.007503225), ('sell', 0.007326162), ('swallow', 0.007249714), ('hard', 0.0072434032), ('come', 0.0072282017), ('understand', 0.00715102), ('general', 0.0071369605), ('similar', 0.0069216713), ('year', 0.0066283187), ('ago', 0.006360064)]","[('awake', 0.015320272), ('often', 0.014719029), ('hard', 0.0133382), ('flat', 0.0104230475), ('exactly', 0.008700764), ('purpose', 0.008486179), ('transport', 0.008003107), ('comparable', 0.0079499055), ('sweetner', 0.0077883606), ('core', 0.006522934), ('slight', 0.006308131), ('replace', 0.0063080555), ('toward', 0.0062812967), ('glad', 0.0058249496), ('cough', 0.005395359), ('flavored', 0.004893219), ('capuccino', 0.004586265), ('pain', 0.0043446166), ('splash', 0.0041298554), ('nut', 0.004129406)]","[('GOODREVIEW', 0.15953887), ('BADREVIEW', 0.0395748), ('canned', 0.039115343), ('quite', 0.03844021), ('fan', 0.038150694), ('go', 0.03751441), ('look', 0.036981717), ('definitely', 0.0369011), ('cannot', 0.036494184), ('aftertaste', 0.035932552), ('size', 0.035752613), ('okay', 0.03550863), ('convenient', 0.035158552), ('always', 0.0347059), ('purchase', 0.034250528), ('huge', 0.033883587), ('ok', 0.03374617), ('describe', 0.03353592), ('easy', 0.033211377), ('adequate', 0.031692035)]","[('ounce', 0.031149523), ('first', 0.021573914), ('say', 0.02089613), ('cent', 0.014822164), ('per', 0.01002204), ('sure', 0.009183837), ('review', 0.009145621), ('manufacturer', 0.008148749), ('word', 0.00758834), ('ml', 0.007297257), ('connoisseur', 0.0071566184), ('million', 0.0068141203), ('soy', 0.0065180333), ('star', 0.0064650658), ('effect', 0.006238348), ('except', 0.006106726), ('rate', 0.0059089125), ('contains', 0.005183334), ('place', 0.005088677), ('impact', 0.005051741)]","[('future', 0.3093925), ('thin', 0.010372127), ('kosher', 0.009477575), ('funny', 0.008606126), ('important', 0.006084407), ('skip', 0.005906138), ('etc', 0.00587525), ('linger', 0.0048136907), ('creamy', 0.004794645), ('tired', 0.004476945), ('decade', 0.0044767717), ('normal', 0.0043428577), ('cofee', 0.004298647), ('strangeness', 0.003384565), ('press', 0.0033648463), ('confident', 0.0032062684), ('bar', 0.003206258), ('boldness', 0.0032062433), ('shoulder', 0.003206128), ('potent', 0.0031586906)]","[('weird', 0.2294464), ('shot', 0.011455427), ('thick', 0.010207629), ('next', 0.008865136), ('palatable', 0.008865129), ('consistency', 0.008850167), ('machine', 0.008835087), ('bottom', 0.008769689), ('intense', 0.008290797), ('agree', 0.008155275), ('frozen', 0.007068917), ('pay', 0.0069331783), ('watery', 0.0064464267), ('hop', 0.0058469516), ('provide', 0.0057950495), ('complaint', 0.005575908), ('slight', 0.0054554367), ('wait', 0.0047605685), ('stomach', 0.0047455356), ('disclaimer', 0.0046250415)]","[('caff', 0.04752631), ('egrave', 0.04400924), ('care', 0.010034444), ('corn', 0.009597228), ('finish', 0.008813272), ('water', 0.008247292), ('eacute', 0.0068924725), ('chain', 0.006772437), ('throw', 0.0063278433), ('eat', 0.0060801213), ('fructose', 0.0059451475), ('obviously', 0.005945137), ('nutritional', 0.005810131), ('post', 0.005540115), ('bring', 0.004767993), ('preferred', 0.0046076984), ('whip', 0.004592785), ('carbohydrate', 0.0045927768), ('tall', 0.0045927693), ('lunch', 0.004592727)]"
1,1.0,1.0,1.0,B006MONQMC,8,163.66666666666666,80,"{0: -7.184, 1: -5.956, 2: -5.476, 3: -5.211, 4: -5.091, 5: -5.055, 6: -5.035, 7: -5.024, 8: -5.017, 9: -5.01, 10: -5.005, 11: -5.0, 12: -4.995, 13: -4.99, 14: -4.987, 15: -4.984, 16: -4.982, 17: -4.98, 18: -4.977, 19: -4.973, 20: -4.958, 21: -4.952, 22: -4.936, 23: -4.913, 24: -4.91, 25: -4.909, 26: -4.907, 27: -4.906, 28: -4.905, 29: -4.904, 30: -4.904, 31: -4.903, 32: -4.902, 33: -4.901, 34: -4.901, 35: -4.9, 36: -4.899, 37: -4.899, 38: -4.898, 39: -4.898, 40: -4.897, 41: -4.897, 42: -4.896, 43: -4.896, 44: -4.896, 45: -4.895, 46: -4.895, 47: -4.895, 48: -4.894, 49: -4.894, 50: -4.894, 51: -4.893, 52: -4.893, 53: -4.893, 54: -4.892, 55: -4.892, 56: -4.892, 57: -4.892, 58: -4.891, 59: -4.891, 60: -4.891, 61: -4.891, 62: -4.89, 63: -4.89, 64: -4.89, 65: -4.89, 66: -4.89, 67: -4.889, 68: -4.889, 69: -4.889, 70: -4.889, 71: -4.889, 72: -4.889, 73: -4.888, 74: -4.888, 75: -4.888, 76: -4.888, 77: -4.888, 78: -4.888, 79: -4.887}","{0: 145.4, 1: 62.1, 2: 44.5, 3: 37.0, 4: 34.1, 5: 33.2, 6: 32.8, 7: 32.5, 8: 32.4, 9: 32.2, 10: 32.1, 11: 32.0, 12: 31.9, 13: 31.8, 14: 31.7, 15: 31.7, 16: 31.6, 17: 31.6, 18: 31.5, 19: 31.4, 20: 31.1, 21: 31.0, 22: 30.6, 23: 30.1, 24: 30.1, 25: 30.0, 26: 30.0, 27: 30.0, 28: 30.0, 29: 29.9, 30: 29.9, 31: 29.9, 32: 29.9, 33: 29.9, 34: 29.9, 35: 29.9, 36: 29.8, 37: 29.8, 38: 29.8, 39: 29.8, 40: 29.8, 41: 29.8, 42: 29.8, 43: 29.8, 44: 29.8, 45: 29.8, 46: 29.8, 47: 29.7, 48: 29.7, 49: 29.7, 50: 29.7, 51: 29.7, 52: 29.7, 53: 29.7, 54: 29.7, 55: 29.7, 56: 29.7, 57: 29.7, 58: 29.7, 59: 29.7, 60: 29.7, 61: 29.7, 62: 29.7, 63: 29.7, 64: 29.7, 65: 29.6, 66: 29.6, 67: 29.6, 68: 29.6, 69: 29.6, 70: 29.6, 71: 29.6, 72: 29.6, 73: 29.6, 74: 29.6, 75: 29.6, 76: 29.6, 77: 29.6, 78: 29.6, 79: 29.6}","{0: 0.672867, 1: 0.516147, 2: 0.45331, 3: 0.393233, 4: 0.345321, 5: 0.309066, 6: 0.282678, 7: 0.264262, 8: 0.249747, 9: 0.237318, 10: 0.225819, 11: 0.214771, 12: 0.204909, 13: 0.197175, 14: 0.190752, 15: 0.185092, 16: 0.179835, 17: 0.174885, 18: 0.170363, 19: 0.166596, 20: 0.163161, 21: 0.159228, 22: 0.156379, 23: 0.152568, 24: 0.149308, 25: 0.146355, 26: 0.143577, 27: 0.140928, 28: 0.13844, 29: 0.136092, 30: 0.133869, 31: 0.131749, 32: 0.129724, 33: 0.127786, 34: 0.125919, 35: 0.124138, 36: 0.12243, 37: 0.120792, 38: 0.119218, 39: 0.117699, 40: 0.116236, 41: 0.11482, 42: 0.113445, 43: 0.112118, 44: 0.110834, 45: 0.1096, 46: 0.108419, 47: 0.107273, 48: 0.106164, 49: 0.105085, 50: 0.104034, 51: 0.103013, 52: 0.102019, 53: 0.101055, 54: 0.100121, 55: 0.099214, 56: 0.098327, 57: 0.097461, 58: 0.096611, 59: 0.095783, 60: 0.094977, 61: 0.094196, 62: 0.093437, 63: 0.092696, 64: 0.091971, 65: 0.091262, 66: 0.090567, 67: 0.089888, 68: 0.089222, 69: 0.088569, 70: 0.087932, 71: 0.087308, 72: 0.086699, 73: 0.086103, 74: 0.085517, 75: 0.084943, 76: 0.084382, 77: 0.083831, 78: 0.083291, 79: 0.047519}",29.6,0.047519,True,0.5329816847760157,10,1.0,0.0,"[('someone', 0.00828425), ('happy', 0.0074362126), ('mention', 0.0070157107), ('particularly', 0.0069007436), ('coloring', 0.0066707754), ('sport', 0.006308917), ('person', 0.006290303), ('describe', 0.0057122353), ('awful', 0.005603623), ('whether', 0.0055419435), ('close', 0.005481853), ('high', 0.005373617), ('tend', 0.005260042), ('next', 0.0050407057), ('milk', 0.004918115), ('adult', 0.0046736323), ('tab', 0.0046129306), ('quite', 0.0045971875), ('obviously', 0.0045589376), ('set', 0.004491485)]","[('old', 0.008362739), ('swallow', 0.006810379), ('everywhere', 0.0067435163), ('dish', 0.0060285917), ('aka', 0.005165778), ('hat', 0.0046012453), ('shoot', 0.004354572), ('wife', 0.0036786043), ('caffine', 0.003562338), ('dispenser', 0.003561106), ('bread', 0.0035605482), ('confused', 0.0035583337), ('minute', 0.0034494826), ('residue', 0.003445862), ('win', 0.0034327544), ('advertised', 0.003432697), ('specially', 0.003386625), ('nobody', 0.0033031486), ('flow', 0.0033025586), ('third', 0.0032490373)]",,,"[('regard', 0.006220361), ('tonic', 0.005067478), ('tart', 0.0048508095), ('reasonable', 0.0044561643), ('boast', 0.0044524567), ('unsure', 0.0037547238), ('suitable', 0.0036348652), ('sponge', 0.0036347827), ('member', 0.0036346493), ('program', 0.0035988877), ('debate', 0.0034828861), ('unlike', 0.003451687), ('park', 0.003376599), ('hardly', 0.0033575024), ('economical', 0.0032922865), ('bulky', 0.002660227), ('usable', 0.0026602147), ('excuse', 0.0026602042), ('rdv', 0.0026601932), ('winner', 0.0026601602)]","[('GOODREVIEW', 0.07455825), ('BADREVIEW', 0.03196624), ('b', 0.02654877), ('taurine', 0.025671925), ('c', 0.019234944), ('energy', 0.019202713), ('would', 0.018885856), ('one', 0.018859636), ('fruit', 0.018806454), ('actually', 0.018486496), ('glass', 0.018484483), ('well', 0.018456532), ('natural', 0.013336943), ('daily', 0.013329384), ('caffeine', 0.012926636), ('get', 0.012798948), ('make', 0.012479834), ('need', 0.012255339), ('first', 0.012069421), ('accord', 0.011759076)]","[('stomach', 0.009351058), ('upset', 0.007039809), ('vs', 0.0060695754), ('replacement', 0.004900417), ('match', 0.004609692), ('potion', 0.004447252), ('purple', 0.0031499693), ('ignore', 0.0031499218), ('rightside', 0.003149909), ('impressive', 0.0029878125), ('craze', 0.0029854723), ('versatile', 0.002826114), ('gross', 0.0028259181), ('roughly', 0.0027921784), ('fizz', 0.0024849924), ('manufacture', 0.0016901363), ('elderberry', 0.0016901036), ('sandal', 0.0016901036), ('cochineal', 0.0016901036), ('carrot', 0.0016901036)]","[('GOODREVIEW', 0.10833642), ('BADREVIEW', 0.06118157), ('energy', 0.013393236), ('use', 0.011575132), ('get', 0.010982469), ('one', 0.010228232), ('fruit', 0.010083458), ('would', 0.009487143), ('much', 0.009435071), ('caffeine', 0.008853517), ('try', 0.008850404), ('add', 0.008152469), ('give', 0.0071452274), ('really', 0.006638734), ('make', 0.0066382163), ('also', 0.006135158), ('mio', 0.0059713563), ('little', 0.005387047), ('say', 0.00517487), ('go', 0.0050310306)]","[('smell', 0.11979566), ('synthetic', 0.10868995), ('ton', 0.004406949), ('limit', 0.0044060117), ('artifical', 0.004287575), ('sick', 0.003371694), ('compact', 0.0031311058), ('flexible', 0.0023513152), ('bitterness', 0.0023512985), ('cranberry', 0.0023512822), ('title', 0.002351218), ('worthwhile', 0.0023511809), ('quenching', 0.002351156), ('relate', 0.002349582), ('develop', 0.002236548), ('smidge', 0.002223982), ('thrill', 0.001997156), ('sorry', 0.0013303759), ('mile', 0.0013299603), ('infomercial', 0.0013299603)]","[('friend', 0.006780659), ('potassium', 0.006581396), ('safe', 0.006108166), ('calcium', 0.00595072), ('iced', 0.004227015), ('doctor', 0.0041647325), ('filtered', 0.0041645872), ('skip', 0.0041635996), ('basic', 0.0039356006), ('lime', 0.0039354763), ('mug', 0.0038218664), ('yada', 0.003249818), ('twist', 0.003135536), ('wary', 0.0031341622), ('aisle', 0.0031340972), ('serious', 0.0031334343), ('struggle', 0.0031330145), ('correctly', 0.0030210488), ('lol', 0.0030207387), ('pronounce', 0.003020723)]",,
