,ProductId,Score,Topics,Sentiment,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,B000KV61FC,5,"{0: 0.16090475, 1: 0.209145, 2: 0.0023148197, 3: 0.002315123, 4: 0.0023148197, 5: 0.18748641, 6: 0.43320403, 7: 0.0023150488}",1,{,0,:, ,0,.,1,6,0,0,0,0,0,0,0
1,B000KV61FC,2,"{0: 0.0035783406, 1: 0.24995886, 2: 0.0035714323, 3: 0.0035717126, 4: 0.0035714323, 5: 0.0035799993, 6: 0.7285938, 7: 0.0035744382}",0,{,0,:, ,0,.,0,0,0,0,0,0,0,0,0
2,B000KV61FC,5,"{0: 0.39527017, 1: 0.017973114, 2: 0.0018656796, 3: 0.0018664305, 4: 0.0018656794, 5: 0.16342136, 6: 0.41587186, 7: 0.0018657168}",1,{,0,:, ,0,.,3,9,0,0,0,0,0,0,0
3,B000KV61FC,5,"{0: 0.30129525, 1: 0.08502827, 2: 0.0014534935, 3: 0.0014534935, 4: 0.0014536532, 5: 0.110563375, 6: 0.49729902, 7: 0.0014534921}",1,{,0,:, ,0,.,3,0,0,0,0,0,0,0,0
4,B000KV61FC,5,"{0: 0.22986287, 1: 0.0015436448, 2: 0.032394186, 3: 0.0015432137, 4: 0.0015434255, 5: 0.1801769, 6: 0.37664974, 7: 0.17628597}",1,{,0,:, ,0,.,2,2,0,0,0,0,0,0,0
5,B000KV61FC,5,"{0: 0.054786276, 1: 0.0021202383, 2: 0.0021186508, 3: 0.0021186506, 4: 0.06994725, 5: 0.12701963, 6: 0.73977065, 7: 0.002118649}",1,{,0,:, ,0,.,0,5,0,0,0,0,0,0,0
6,B000KV61FC,5,"{0: 0.38266125, 1: 0.0029075684, 2: 0.0029069786, 3: 0.0029069786, 4: 0.002907432, 5: 0.27189738, 6: 0.33090532, 7: 0.0029070594}",1,{,0,:, ,0,.,3,8,0,0,0,0,0,0,0
7,B000KV61FC,5,"{0: 0.0022747233, 1: 0.0022727423, 2: 0.002272733, 3: 0.002272733, 4: 0.0022727333, 5: 0.106830135, 6: 0.87953144, 7: 0.0022727314}",1,{,0,:, ,0,.,0,0,0,0,0,0,0,0,0
8,B000KV61FC,5,"{0: 0.36161056, 1: 0.047731742, 2: 0.03345502, 3: 0.0052100257, 4: 0.0052083447, 5: 0.14931624, 6: 0.3039048, 7: 0.09356325}",1,{,0,:, ,0,.,3,6,0,0,0,0,0,0,0
9,B000KV61FC,1,"{0: 0.25281444, 1: 0.02504073, 2: 0.0013402645, 3: 0.0013297937, 4: 0.0013297938, 5: 0.31039292, 6: 0.40642065, 7: 0.0013314527}",0,{,0,:, ,0,.,2,5,0,0,0,0,0,0,0
10,B000KV61FC,1,"{0: 0.4943565, 1: 0.0059556267, 2: 0.005952392, 3: 0.005952392, 4: 0.0059523922, 5: 0.4699141, 6: 0.005964187, 7: 0.005952388}",0,{,0,:, ,0,.,4,9,0,0,0,0,0,0,0
11,B000KV61FC,1,"{0: 0.2208874, 1: 0.0030489492, 2: 0.003049583, 3: 0.003048898, 4: 0.0030488642, 5: 0.1076826, 6: 0.11162645, 7: 0.5476073}",0,{,0,:, ,0,.,2,2,0,0,0,0,0,0,0
12,B000KV61FC,4,"{0: 0.0037920591, 1: 0.12552238, 2: 0.0037878852, 3: 0.0037878852, 4: 0.0037878852, 5: 0.14050373, 6: 0.66014415, 7: 0.05867394}",1,{,0,:, ,0,.,0,0,0,0,0,0,0,0,0
13,B000KV61FC,4,"{0: 0.0009931386, 1: 0.0009920953, 2: 0.0009926414, 3: 0.0009920651, 4: 0.0009921027, 5: 0.061162297, 6: 0.93288326, 7: 0.0009924182}",1,{,0,:, ,0,.,0,0,0,0,0,0,0,0,0
14,B000KV61FC,5,"{0: 0.23910186, 1: 0.0037898778, 2: 0.0037878829, 3: 0.029868899, 4: 0.0037890284, 5: 0.31027344, 6: 0.40560117, 7: 0.0037878815}",1,{,0,:, ,0,.,2,3,0,0,0,0,0,0,0
15,B000KV61FC,5,"{0: 0.0037913418, 1: 0.1608151, 2: 0.003787882, 3: 0.003787882, 4: 0.003787882, 5: 0.17057812, 6: 0.6496628, 7: 0.0037890263}",1,{,0,:, ,0,.,0,0,0,0,0,0,0,0,0
16,B000KV61FC,5,"{0: 0.021671098, 1: 0.0013442293, 2: 0.0013440909, 3: 0.0013451617, 4: 0.0013440909, 5: 0.1800144, 6: 0.79159194, 7: 0.001344993}",1,{,0,:, ,0,.,0,2,0,0,0,0,0,0,0
17,B000KV61FC,5,"{0: 0.0036791612, 1: 0.0036764836, 2: 0.003676478, 3: 0.003676478, 4: 0.033040307, 5: 0.25221536, 6: 0.6963593, 7: 0.003676476}",1,{,0,:, ,0,.,0,0,0,0,0,0,0,0,0
18,B000KV61FC,5,"{0: 0.00625723, 1: 0.0062798527, 2: 0.0062500206, 3: 0.0062500206, 4: 0.0062500215, 5: 0.0062588416, 6: 0.95620406, 7: 0.0062500145}",1,{,0,:, ,0,.,0,0,0,0,0,0,0,0,0
19,B000KV61FC,4,"{0: 0.78953993, 1: 0.0022744236, 2: 0.002273539, 3: 0.0022727293, 4: 0.0022727293, 5: 0.0809323, 6: 0.118161574, 7: 0.0022727891}",1,{,0,:, ,0,.,7,8,0,0,0,0,0,0,0
20,B000KV61FC,5,"{0: 0.002910018, 1: 0.24530782, 2: 0.0029069788, 3: 0.0029074457, 4: 0.002907307, 5: 0.23940432, 6: 0.5007482, 7: 0.0029079206}",1,{,0,:, ,0,.,0,0,0,0,0,0,0,0,0
