,Unnamed: 0,product,num_topics,chunk,passes,per-word bounds,perplexity,topic diff,final perplexity,final topic diff,perplexity decreasing,coherence,top_n removed,n_above threshold,index,topic 0,topic 1,topic 10,topic 11,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9
0,0.0,B002IEZJMA,12,162.33333333333334,50,"{0: -8.081, 1: -5.316, 2: -4.657, 3: -4.471, 4: -4.401, 5: -4.366, 6: -4.343, 7: -4.327, 8: -4.314, 9: -4.304, 10: -4.296, 11: -4.289, 12: -4.283, 13: -4.278, 14: -4.273, 15: -4.269, 16: -4.265, 17: -4.262, 18: -4.258, 19: -4.256, 20: -4.253, 21: -4.251, 22: -4.249, 23: -4.246, 24: -4.245, 25: -4.243, 26: -4.241, 27: -4.24, 28: -4.238, 29: -4.237, 30: -4.235, 31: -4.234, 32: -4.233, 33: -4.232, 34: -4.231, 35: -4.23, 36: -4.229, 37: -4.228, 38: -4.227, 39: -4.226, 40: -4.225, 41: -4.224, 42: -4.223, 43: -4.223, 44: -4.222, 45: -4.221, 46: -4.22, 47: -4.22, 48: -4.219, 49: -4.218, 50: -4.141, 51: -4.14, 52: -4.14, 53: -4.139, 54: -4.139, 55: -4.138, 56: -4.138, 57: -4.137, 58: -4.137, 59: -4.136, 60: -4.136, 61: -4.135, 62: -4.135, 63: -4.134, 64: -4.134, 65: -4.134, 66: -4.133, 67: -4.133, 68: -4.132, 69: -4.132, 70: -4.132, 71: -4.131, 72: -4.131, 73: -4.131, 74: -4.13, 75: -4.13, 76: -4.13, 77: -4.129, 78: -4.129, 79: -4.129}","{0: 270.7, 1: 39.8, 2: 25.2, 3: 22.2, 4: 21.1, 5: 20.6, 6: 20.3, 7: 20.1, 8: 19.9, 9: 19.8, 10: 19.6, 11: 19.5, 12: 19.5, 13: 19.4, 14: 19.3, 15: 19.3, 16: 19.2, 17: 19.2, 18: 19.1, 19: 19.1, 20: 19.1, 21: 19.0, 22: 19.0, 23: 19.0, 24: 19.0, 25: 18.9, 26: 18.9, 27: 18.9, 28: 18.9, 29: 18.9, 30: 18.8, 31: 18.8, 32: 18.8, 33: 18.8, 34: 18.8, 35: 18.8, 36: 18.8, 37: 18.7, 38: 18.7, 39: 18.7, 40: 18.7, 41: 18.7, 42: 18.7, 43: 18.7, 44: 18.7, 45: 18.7, 46: 18.6, 47: 18.6, 48: 18.6, 49: 18.6, 50: 17.6, 51: 17.6, 52: 17.6, 53: 17.6, 54: 17.6, 55: 17.6, 56: 17.6, 57: 17.6, 58: 17.6, 59: 17.6, 60: 17.6, 61: 17.6, 62: 17.6, 63: 17.6, 64: 17.6, 65: 17.6, 66: 17.5, 67: 17.5, 68: 17.5, 69: 17.5, 70: 17.5, 71: 17.5, 72: 17.5, 73: 17.5, 74: 17.5, 75: 17.5, 76: 17.5, 77: 17.5, 78: 17.5, 79: 17.5}","{0: 0.792344, 1: 0.500671, 2: 0.397751, 3: 0.352118, 4: 0.3163, 5: 0.289533, 6: 0.269609, 7: 0.253766, 8: 0.240403, 9: 0.22892, 10: 0.219011, 11: 0.210332, 12: 0.20253, 13: 0.195441, 14: 0.189057, 15: 0.183324, 16: 0.178124, 17: 0.173327, 18: 0.168851, 19: 0.164603, 20: 0.16065, 21: 0.156987, 22: 0.153583, 23: 0.1504, 24: 0.147407, 25: 0.144568, 26: 0.141875, 27: 0.139324, 28: 0.136918, 29: 0.134628, 30: 0.13244, 31: 0.130356, 32: 0.128366, 33: 0.126462, 34: 0.124644, 35: 0.122902, 36: 0.121224, 37: 0.119602, 38: 0.118044, 39: 0.116546, 40: 0.115108, 41: 0.113721, 42: 0.112383, 43: 0.111094, 44: 0.109842, 45: 0.108625, 46: 0.107447, 47: 0.1063, 48: 0.105199, 49: 0.062227, 50: 0.097443, 51: 0.096487, 52: 0.095559, 53: 0.094655, 54: 0.093776, 55: 0.09292, 56: 0.092086, 57: 0.091276, 58: 0.090484, 59: 0.089713, 60: 0.088961, 61: 0.088226, 62: 0.08751, 63: 0.08681, 64: 0.086127, 65: 0.085458, 66: 0.084806, 67: 0.084166, 68: 0.083542, 69: 0.08293, 70: 0.082332, 71: 0.081746, 72: 0.081173, 73: 0.08061, 74: 0.08006, 75: 0.079519, 76: 0.07899, 77: 0.078472, 78: 0.077963, 79: 0.077463}",17.5,0.077463,True,0.492564353710765,10,0.5,0.0,"[('odd', 0.012630275), ('pass', 0.011671715), ('pay', 0.0095957285), ('ml', 0.009530939), ('awful', 0.009356178), ('away', 0.00860457), ('company', 0.008220236), ('melt', 0.008111898), ('teeth', 0.007872256), ('fizz', 0.0076658973), ('commute', 0.0076326127), ('pot', 0.0075435243), ('world', 0.007006104), ('purpose', 0.006627887), ('past', 0.006594673), ('improve', 0.006388334), ('beer', 0.0063555324), ('italy', 0.0062542595), ('palate', 0.0059091365), ('road', 0.0058756676)]","[('unless', 0.020114824), ('restaurant', 0.01197561), ('soy', 0.010609224), ('bring', 0.010197517), ('opening', 0.010040508), ('number', 0.008716443), ('purse', 0.00810537), ('mid', 0.008022307), ('coffe', 0.007842324), ('final', 0.0065183914), ('force', 0.006518175), ('ill', 0.0065181735), ('experiment', 0.0062127993), ('bag', 0.006165928), ('yum', 0.0059072096), ('cough', 0.0051178867), ('full', 0.0047733784), ('verdict', 0.004625712), ('view', 0.0043201633), ('albeit', 0.0043201395)]","[('market', 0.015859151), ('name', 0.012152788), ('bean', 0.011699663), ('must', 0.010630035), ('lover', 0.010372113), ('problem', 0.010278024), ('result', 0.009415634), ('stuff', 0.009342785), ('super', 0.009273182), ('enough', 0.009225185), ('seem', 0.009088075), ('excite', 0.008493826), ('stand', 0.008390971), ('excellent', 0.0080659175), ('expensive', 0.00790807), ('choice', 0.006983595), ('husband', 0.0069581065), ('yes', 0.006603414), ('hope', 0.006464308), ('weak', 0.0064622955)]","[('GOODREVIEW', 0.08732022), ('BADREVIEW', 0.04251506), ('VGOODREVIEW', 0.028518485), ('espresso', 0.019623112), ('caffeine', 0.015072455), ('calorie', 0.013362673), ('mg', 0.010668282), ('make', 0.009509113), ('little', 0.009312859), ('ice', 0.008378994), ('potassium', 0.008064673), ('nice', 0.007927104), ('beverage', 0.0077453097), ('milk', 0.0076757763), ('sweet', 0.007252903), ('brew', 0.006598661), ('ounce', 0.0065511633), ('per', 0.0064872964), ('cream', 0.006395789), ('contain', 0.006079351)]","[('ounce', 0.03973756), ('cent', 0.019578645), ('million', 0.008999724), ('subtract', 0.005473414), ('speaker', 0.005473414), ('error', 0.005473414), ('manufacturer', 0.0051869364), ('diet', 0.0051599364), ('mr', 0.004983124), ('pure', 0.0040140008), ('turkey', 0.0037102595), ('lava', 0.0037102595), ('gravy', 0.0037102595), ('ketchup', 0.0037102595), ('incorrect', 0.0037102595), ('meat', 0.0037102595), ('letter', 0.0037102595), ('control', 0.0037102595), ('silly', 0.0037102595), ('p', 0.0034651335)]","[('mocha', 0.021995176), ('mild', 0.016587013), ('three', 0.016095914), ('cut', 0.015772277), ('robust', 0.011636693), ('available', 0.009660732), ('become', 0.0088325115), ('grocery', 0.008745642), ('house', 0.0080480585), ('chain', 0.00784709), ('recently', 0.0075010513), ('consumption', 0.0074730148), ('husband', 0.007182326), ('cocoa', 0.0071270713), ('rate', 0.0071178265), ('flat', 0.006803516), ('agree', 0.0066536483), ('additive', 0.0066025183), ('cloy', 0.00642953), ('disappoint', 0.006055543)]","[('GOODREVIEW', 0.10529692), ('BADREVIEW', 0.06480828), ('VGOODREVIEW', 0.029515123), ('espresso', 0.014771367), ('one', 0.011575227), ('try', 0.0114311455), ('sweet', 0.010780977), ('bitter', 0.0094746025), ('issimo', 0.009323653), ('make', 0.008564585), ('cold', 0.008398319), ('really', 0.008198183), ('say', 0.007812788), ('ice', 0.0078019183), ('get', 0.0073707253), ('think', 0.0068983757), ('much', 0.0065812673), ('could', 0.0060911677), ('find', 0.006021666), ('love', 0.0059885234)]","[('weird', 0.3243718), ('metal', 0.007219691), ('instruction', 0.00641884), ('hey', 0.006210595), ('reference', 0.0062104515), ('froth', 0.005744714), ('linger', 0.0049685463), ('brush', 0.004968534), ('potent', 0.004762722), ('possibility', 0.00453452), ('follow', 0.0041293204), ('manufacture', 0.0032929867), ('discernible', 0.003292983), ('pop', 0.0032035422), ('urge', 0.0030924326), ('chemistry', 0.0030923171), ('web', 0.0030914391), ('teaspoon', 0.0028595137), ('tough', 0.0028595072), ('unexpected', 0.002859492)]","[('GOODREVIEW', 0.15360352), ('BADREVIEW', 0.03953285), ('quite', 0.03856184), ('go', 0.038422905), ('fan', 0.038068917), ('size', 0.03765048), ('canned', 0.03762144), ('okay', 0.03745931), ('definitely', 0.037276078), ('aftertaste', 0.037210777), ('look', 0.03715892), ('convenient', 0.03713692), ('easy', 0.036520727), ('cannot', 0.036490537), ('purchase', 0.036238115), ('huge', 0.03585566), ('future', 0.035440084), ('always', 0.035126995), ('describe', 0.035077196), ('ok', 0.034821432)]","[('away', 0.007628411), ('eat', 0.007537121), ('cause', 0.00580821), ('lead', 0.0058081853), ('contains', 0.0058081253), ('whip', 0.0055971523), ('tall', 0.005597131), ('carbohydrate', 0.004840946), ('accord', 0.004698609), ('craving', 0.004501267), ('consumer', 0.004501266), ('nonfat', 0.0045012506), ('sudden', 0.0045011616), ('remember', 0.004501137), ('speaking', 0.0045010634), ('math', 0.0045010634), ('smoothness', 0.004290212), ('ph', 0.0042902073), ('behind', 0.0042901766), ('rockstar', 0.0040792054)]","[('expresso', 0.027527636), ('pot', 0.0129354205), ('smell', 0.010289009), ('answer', 0.0088262), ('value', 0.008783231), ('lover', 0.008722827), ('competitor', 0.008189366), ('overwhelming', 0.00818936), ('neither', 0.008189345), ('capuccino', 0.0071260044), ('frankly', 0.006806895), ('tinny', 0.0068068886), ('drinking', 0.005438797), ('spot', 0.0048842467), ('gear', 0.0048305113), ('agree', 0.0047493614), ('fond', 0.0045113857), ('luxury', 0.0045109526), ('thrill', 0.004236587), ('caf', 0.0041922545)]","[('nasty', 0.013459884), ('camp', 0.009327094), ('initial', 0.007069784), ('sweetner', 0.006832678), ('general', 0.0064828293), ('sign', 0.005876386), ('nature', 0.0058763493), ('box', 0.005876244), ('literally', 0.005874813), ('dump', 0.0055305646), ('lattes', 0.0053636143), ('package', 0.00488888), ('hard', 0.00470415), ('mmmm', 0.0041701463), ('prepare', 0.0039141322), ('gourmet', 0.0038946741), ('juice', 0.003894671), ('fare', 0.0038946667), ('rat', 0.0038946623), ('sens', 0.0038946557)]"
1,1.0,B006MONQMC,8,163.66666666666666,50,"{0: -7.065, 1: -5.81, 2: -5.3, 3: -5.073, 4: -4.945, 5: -4.869, 6: -4.828, 7: -4.799, 8: -4.778, 9: -4.763, 10: -4.751, 11: -4.742, 12: -4.735, 13: -4.73, 14: -4.725, 15: -4.721, 16: -4.699, 17: -4.684, 18: -4.68, 19: -4.677, 20: -4.674, 21: -4.672, 22: -4.671, 23: -4.669, 24: -4.668, 25: -4.666, 26: -4.665, 27: -4.664, 28: -4.663, 29: -4.662, 30: -4.661, 31: -4.66, 32: -4.659, 33: -4.658, 34: -4.657, 35: -4.656, 36: -4.655, 37: -4.655, 38: -4.654, 39: -4.653, 40: -4.653, 41: -4.652, 42: -4.651, 43: -4.651, 44: -4.65, 45: -4.65, 46: -4.649, 47: -4.649, 48: -4.648, 49: -4.648, 50: -4.554, 51: -4.554, 52: -4.553, 53: -4.553, 54: -4.553, 55: -4.552, 56: -4.552, 57: -4.552, 58: -4.551, 59: -4.551, 60: -4.551, 61: -4.55, 62: -4.55, 63: -4.55, 64: -4.549, 65: -4.549, 66: -4.549, 67: -4.549, 68: -4.548, 69: -4.548, 70: -4.548, 71: -4.548, 72: -4.547, 73: -4.547, 74: -4.547, 75: -4.547, 76: -4.547, 77: -4.546, 78: -4.546, 79: -4.546}","{0: 133.9, 1: 56.1, 2: 39.4, 3: 33.7, 4: 30.8, 5: 29.2, 6: 28.4, 7: 27.8, 8: 27.4, 9: 27.1, 10: 26.9, 11: 26.8, 12: 26.6, 13: 26.5, 14: 26.5, 15: 26.4, 16: 26.0, 17: 25.7, 18: 25.6, 19: 25.6, 20: 25.5, 21: 25.5, 22: 25.5, 23: 25.4, 24: 25.4, 25: 25.4, 26: 25.4, 27: 25.3, 28: 25.3, 29: 25.3, 30: 25.3, 31: 25.3, 32: 25.3, 33: 25.2, 34: 25.2, 35: 25.2, 36: 25.2, 37: 25.2, 38: 25.2, 39: 25.2, 40: 25.2, 41: 25.1, 42: 25.1, 43: 25.1, 44: 25.1, 45: 25.1, 46: 25.1, 47: 25.1, 48: 25.1, 49: 25.1, 50: 23.5, 51: 23.5, 52: 23.5, 53: 23.5, 54: 23.5, 55: 23.5, 56: 23.5, 57: 23.4, 58: 23.4, 59: 23.4, 60: 23.4, 61: 23.4, 62: 23.4, 63: 23.4, 64: 23.4, 65: 23.4, 66: 23.4, 67: 23.4, 68: 23.4, 69: 23.4, 70: 23.4, 71: 23.4, 72: 23.4, 73: 23.4, 74: 23.4, 75: 23.4, 76: 23.4, 77: 23.4, 78: 23.4, 79: 23.4}","{0: 0.764678, 1: 0.504039, 2: 0.372283, 3: 0.320366, 4: 0.288985, 5: 0.265952, 6: 0.249287, 7: 0.236508, 8: 0.225648, 9: 0.215832, 10: 0.206939, 11: 0.198921, 12: 0.191549, 13: 0.184741, 14: 0.178503, 15: 0.172776, 16: 0.167576, 17: 0.162999, 18: 0.158814, 19: 0.154963, 20: 0.151366, 21: 0.147987, 22: 0.144824, 23: 0.141847, 24: 0.139042, 25: 0.1364, 26: 0.133911, 27: 0.131556, 28: 0.129319, 29: 0.127186, 30: 0.125152, 31: 0.123208, 32: 0.12135, 33: 0.119575, 34: 0.117871, 35: 0.116237, 36: 0.114668, 37: 0.113163, 38: 0.111713, 39: 0.110315, 40: 0.108965, 41: 0.107661, 42: 0.106397, 43: 0.105175, 44: 0.103993, 45: 0.10285, 46: 0.101743, 47: 0.10067, 48: 0.09963, 49: 0.05634, 50: 0.13327, 51: 0.132006, 52: 0.130778, 53: 0.129581, 54: 0.128413, 55: 0.127275, 56: 0.126172, 57: 0.125096, 58: 0.124039, 59: 0.123009, 60: 0.122004, 61: 0.121022, 62: 0.12006, 63: 0.119121, 64: 0.118201, 65: 0.117303, 66: 0.116423, 67: 0.115562, 68: 0.114717, 69: 0.113892, 70: 0.113084, 71: 0.112292, 72: 0.111516, 73: 0.110756, 74: 0.11001, 75: 0.10928, 76: 0.108565, 77: 0.107862, 78: 0.107174, 79: 0.106498}",23.4,0.106498,True,0.5028770018514346,2,1.0,0.0,"[('doctor', 0.0056774174), ('seriously', 0.005284593), ('replacement', 0.0034876498), ('purple', 0.003047464), ('ignore', 0.003047457), ('accept', 0.0030473052), ('healthfulness', 0.0028509204), ('mother', 0.0028506576), ('consult', 0.002849081), ('surround', 0.00284906), ('indication', 0.0028487085), ('medication', 0.0028451816), ('polynicotinate', 0.0028383916), ('marketing', 0.0027726842), ('develop', 0.002681559), ('welcome', 0.002680152), ('blood', 0.0024836287), ('headache', 0.0024094202), ('worm', 0.002315868), ('edge', 0.002300093)]","[('GOODREVIEW', 0.066889234), ('BADREVIEW', 0.056289297), ('vitamin', 0.026414718), ('squeeze', 0.02127297), ('like', 0.02030741), ('VGOODREVIEW', 0.020079793), ('drink', 0.01952148), ('flavor', 0.017238937), ('bottle', 0.013648331), ('use', 0.011731147), ('energy', 0.010345781), ('would', 0.0096672885), ('try', 0.009127684), ('punch', 0.008961304), ('good', 0.008856577), ('get', 0.008162454), ('fruit', 0.0076809935), ('much', 0.0074246773), ('give', 0.0073481076), ('really', 0.006815913)]",,,"[('b', 0.039773148), ('GOODREVIEW', 0.035870053), ('taurine', 0.034691002), ('vitamin', 0.028180208), ('BADREVIEW', 0.02765797), ('c', 0.027256522), ('glass', 0.026416076), ('would', 0.026231632), ('natural', 0.018884303), ('daily', 0.018196356), ('fruit', 0.017947936), ('first', 0.017485905), ('accord', 0.016263517), ('red', 0.010074033), ('electrolyte', 0.009669924), ('color', 0.00929341), ('one', 0.00928162), ('caffeine', 0.009237775), ('sodium', 0.00921731), ('bottle', 0.009193243)]","[('sucralose', 0.016014539), ('pull', 0.008660225), ('tab', 0.007993339), ('affect', 0.0073733577), ('iced', 0.006676215), ('experience', 0.0061846757), ('today', 0.00611952), ('consumer', 0.006082103), ('safe', 0.005729009), ('subtle', 0.0054750517), ('live', 0.005360313), ('caution', 0.004953724), ('zero', 0.0046732933), ('watch', 0.0044968035), ('throat', 0.004128299), ('vs', 0.0040509384), ('trade', 0.0039139553), ('seek', 0.003662733), ('pace', 0.0036627227), ('fond', 0.003662189)]","[('liter', 0.10938923), ('tonic', 0.0043434547), ('chewable', 0.0042233933), ('shoot', 0.0040697763), ('buying', 0.00406861), ('immune', 0.0037755263), ('yada', 0.003548957), ('potion', 0.003390475), ('sweeter', 0.0033425847), ('suitable', 0.003258056), ('booster', 0.0032565063), ('win', 0.0032363115), ('min', 0.003236122), ('early', 0.003100234), ('nobody', 0.0030800689), ('dog', 0.0028071364), ('eight', 0.0028063315), ('alcohol', 0.0028053687), ('car', 0.002758658), ('cube', 0.002678346)]","[('GOODREVIEW', 0.11060637), ('drink', 0.036392193), ('BADREVIEW', 0.028518835), ('one', 0.028251676), ('well', 0.024372552), ('good', 0.02393673), ('make', 0.023616126), ('energy', 0.02286663), ('actually', 0.017748429), ('bottle', 0.015573144), ('like', 0.014814136), ('get', 0.014260408), ('squeeze', 0.013963595), ('flavor', 0.013600408), ('vitamin', 0.013559531), ('think', 0.013413707), ('caffeine', 0.013374076), ('take', 0.013241306), ('punch', 0.012886739), ('open', 0.01281043)]","[('synthetic', 0.1115367), ('pill', 0.0146835055), ('morning', 0.010241692), ('camp', 0.0058304826), ('limit', 0.0042953794), ('friend', 0.004166637), ('multivitamin', 0.0038603581), ('recently', 0.003840846), ('aforementioned', 0.0033114247), ('total', 0.0033104196), ('grade', 0.0030150136), ('artifical', 0.0030119885), ('spice', 0.0029923918), ('viable', 0.0024649843), ('selling', 0.0024626758), ('nasty', 0.0023309963), ('cart', 0.0023062192), ('joe', 0.002306041), ('kill', 0.0023051596), ('perspective', 0.0023041284)]","[('nutritious', 0.009909276), ('seal', 0.009018362), ('pull', 0.00757053), ('dish', 0.0049280045), ('skip', 0.004902474), ('delicious', 0.0046151388), ('afterwards', 0.0045633875), ('recommended', 0.0045148153), ('obtain', 0.0043187197), ('whole', 0.0041753883), ('pressure', 0.0039567086), ('alot', 0.003852192), ('bread', 0.003683194), ('twist', 0.0036827798), ('six', 0.0036827347), ('third', 0.003682599), ('aisle', 0.00368132), ('version', 0.0036305904), ('chemically', 0.0032211144), ('stretch', 0.0028850387)]",,
